CASENUM,COHORT,RSTEMM,EMTHIRT,FEMALE,CB28A,CB28B,CB28C,CB28E,CB28G,CB28H,CB28I,CB28K,CB28L
5385,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5386,2,-95,53.17,1,2,3,1,1,5,1,3,1,1
5387,2,-95,-98,0,1,1,1,1,1,1,1,1,1
5388,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5389,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5390,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5391,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5392,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5393,2,0,62.35,1,2,1,1,5,5,2,2,3,3
5394,2,0,68.66,0,2,3,4,4,4,5,5,1,3
5395,2,0,70.18,1,2,2,2,5,4,2,2,2,2
5396,2,-95,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5397,2,0,66.8,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5398,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5399,2,0,51.57,1,4,5,5,2,5,1,1,1,1
5400,2,-95,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5401,2,0,-98,1,1,1,1,5,5,2,3,2,2
5402,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5403,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5404,2,-95,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5405,2,0,55.56,1,4,5,2,2,2,4,4,3,1
5406,2,-95,59.23,0,3,2,2,3,2,3,3,3,3
5407,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5408,2,0,75.18,0,1,2,2,4,3,2,1,2,1
5409,2,1,72.83,1,1,1,1,5,5,2,1,1,3
5410,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5411,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5412,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5413,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5414,2,1,73.68,0,2,2,2,4,-98,2,2,2,2
5415,2,0,57.12,0,2,2,2,5,5,2,2,2,2
5416,1,1,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5417,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5418,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5419,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5420,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5421,2,-95,-96,1,2,3,2,5,3,1,1,1,1
5422,2,0,60.93,0,2,3,2,4,4,2,4,2,2
5423,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5424,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5425,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5426,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5427,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5428,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5429,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5430,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5431,2,0,-96,1,2,2,2,5,5,2,3,2,2
5432,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5433,2,0,52.81,1,2,2,2,4,4,2,2,1,1
5434,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5435,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5436,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5437,2,-95,71.02,0,2,2,3,2,4,4,2,4,2
5438,2,0,60.82,0,1,1,1,5,5,1,1,2,1
5439,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5440,2,0,61.54,0,3,3,3,3,3,3,3,3,3
5441,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5442,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5443,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5444,2,0,78.72,0,1,1,2,4,5,1,1,2,2
5445,2,0,46.02,1,4,4,4,4,5,3,3,2,2
5446,2,-95,47.28,1,3,2,2,4,3,4,3,1,3
5447,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5448,2,0,-98,1,2,2,1,5,5,4,2,2,3
5449,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5450,2,0,81.75,1,2,2,2,4,4,3,2,2,2
5451,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5452,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5453,2,0,70.99,0,1,2,2,2,4,1,1,1,1
5454,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5455,2,0,44.83,0,2,2,2,4,3,4,2,4,3
5456,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5457,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5458,2,0,44.4,0,2,3,3,5,5,4,3,5,4
5459,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5460,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5461,2,-95,43.99,1,1,3,2,3,2,1,1,1,1
5462,2,-95,50.55,1,1,2,2,4,4,1,1,1,1
5463,2,0,43.21,1,1,1,1,1,1,1,5,1,1
5464,2,0,-98,1,2,2,5,4,4,3,2,3,3
5465,2,0,73.93,1,1,1,1,4,5,1,1,3,2
5466,2,0,42.97,0,4,2,2,3,5,4,4,2,1
5467,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5468,2,0,66.81,1,2,2,3,3,4,2,2,1,1
5469,2,-95,-98,0,1,2,3,2,1,2,2,2,3
5470,2,0,72.19,1,1,2,2,4,4,1,1,1,1
5471,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5472,2,0,66.7,1,2,2,2,1,3,2,2,1,1
5473,2,0,76.58,0,2,2,2,5,4,1,1,1,1
5474,2,-95,79.76,1,2,1,1,4,4,3,3,1,2
5475,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5476,2,0,64.88,0,4,2,2,2,3,4,4,3,3
5477,2,0,89.09,0,1,1,1,5,5,1,1,1,1
5478,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5479,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5480,2,-95,-96,0,3,3,2,4,4,2,1,2,2
5481,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5482,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5483,2,1,-96,0,4,2,2,4,3,2,2,-98,-98
5484,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5485,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5486,2,1,63.93,0,2,2,2,2,5,1,3,2,3
5487,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5488,2,0,40.58,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5489,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5490,2,-95,62.57,1,4,4,4,2,5,2,-98,2,2
5491,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5492,2,-95,-96,1,3,3,2,3,4,2,2,1,3
5493,2,-95,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5494,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5495,2,0,45.75,1,2,3,2,5,4,2,3,3,2
5496,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5497,2,0,55.39,0,1,1,1,1,1,1,1,1,1
5498,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5499,2,0,66.64,1,2,3,2,3,4,2,3,1,1
5500,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5501,2,0,-96,1,2,2,2,4,5,1,3,1,1
5502,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5503,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5504,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5505,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5506,2,0,44.78,1,4,4,4,2,4,3,3,1,2
5507,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5508,2,-95,-98,0,2,4,3,2,4,1,1,2,1
5509,2,0,76.1,1,2,2,4,2,4,2,2,2,2
5510,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5511,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5512,2,0,56.8,0,4,4,3,2,2,2,1,2,3
5513,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5514,2,-95,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5515,2,0,64.77,0,1,1,1,4,4,1,1,1,1
5516,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5517,2,0,59.84,0,2,2,2,4,5,3,2,1,3
5518,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5519,2,0,45.93,0,2,2,2,4,4,2,2,2,3
5520,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5521,2,0,66.38,1,2,2,2,3,3,2,3,2,2
5522,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5523,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5524,2,0,65.39,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
5525,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5526,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5527,2,0,73.04,1,2,2,2,4,4,2,2,2,2
5528,2,0,34.74,0,3,2,1,3,5,5,4,2,1
5529,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5530,2,0,49.44,0,1,2,2,5,4,1,2,1,2
5531,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5532,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5533,2,-95,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5534,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5535,2,0,66.29,0,2,2,2,4,4,2,2,1,1
5536,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5537,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5538,2,1,71.6,1,2,3,2,4,5,2,1,1,1
5539,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5540,2,0,75.66,1,4,2,2,2,2,2,2,1,2
5541,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5542,2,0,56.62,1,2,1,2,3,4,3,2,3,3
5543,2,0,49.97,1,4,2,2,5,5,1,4,2,2
5544,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5545,2,0,72.54,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5546,2,0,-96,0,2,2,2,5,5,2,2,2,2
5547,2,-95,33.56,0,5,3,1,2,4,3,3,3,5
5548,2,0,45.71,1,4,4,4,1,-98,3,3,3,-98
5549,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5550,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5551,2,0,-98,0,2,1,4,2,3,5,4,1,1
5552,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5553,2,0,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5554,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5555,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5556,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5557,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5558,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5559,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5560,2,-95,47.62,0,5,5,5,5,5,5,5,5,5
5561,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5562,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5563,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5564,2,0,-98,1,3,4,2,3,2,3,4,2,3
5565,2,0,-98,0,4,3,5,4,4,3,5,3,3
5566,2,0,59.34,0,2,2,2,4,3,3,2,2,2
5567,2,-95,36.26,0,2,2,2,5,5,2,3,1,1
5568,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5569,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5570,2,0,67.18,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
5571,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5572,2,0,68.18,0,2,2,4,5,4,1,2,3,1
5573,2,-95,74.13,0,2,2,2,3,2,2,2,1,1
5574,2,-95,40.28,0,2,2,2,4,4,2,2,2,2
5575,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5576,2,0,62.44,1,2,2,3,4,4,2,3,2,2
5577,2,0,29.95,0,3,3,2,2,3,3,3,3,3
5578,2,0,-96,0,2,2,2,2,2,2,2,2,2
5579,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5580,2,0,64.8,0,5,2,2,4,4,3,3,2,3
5581,2,0,54.48,1,1,1,2,2,2,1,1,1,1
5582,2,0,49.12,1,1,3,2,3,5,1,3,2,1
5583,2,-95,50.41,0,2,2,2,2,2,2,1,1,1
5584,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5585,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5586,2,0,60.05,0,3,4,4,2,3,3,3,3,1
5587,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5588,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5589,2,0,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5590,2,0,73.01,0,2,1,1,5,5,1,1,1,1
5591,2,0,58.37,1,2,2,2,5,5,1,1,1,1
5592,2,-95,56.36,1,1,1,1,5,4,1,2,2,1
5593,2,-95,42.66,1,2,4,2,3,2,4,1,1,2
5594,2,-95,64.99,0,3,2,2,4,5,2,2,2,1
5595,2,0,36.83,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5596,2,0,45.47,1,2,4,2,1,3,1,2,2,2
5597,2,0,-98,0,1,2,1,1,1,3,3,4,4
5598,2,0,-96,1,5,2,2,1,1,-98,5,2,3
5599,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5600,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5601,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5602,2,0,70.41,1,3,2,3,2,4,1,3,2,1
5603,2,0,-98,1,5,5,2,1,2,2,3,3,3
5604,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5605,2,-95,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5606,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5607,2,-95,-98,0,2,2,2,4,4,2,3,2,2
5608,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5609,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5610,2,-95,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5611,2,1,66.11,0,2,4,4,2,5,1,5,1,1
5612,2,0,62.78,0,2,2,2,5,5,3,2,3,2
5613,2,0,62.63,0,2,2,2,4,4,1,2,2,2
5614,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5615,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5616,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5617,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5618,2,1,85.84,0,1,1,1,4,5,1,2,2,1
5619,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5620,2,0,-96,0,2,2,2,4,4,3,3,1,2
5621,2,0,43.84,0,2,3,2,2,2,2,2,2,2
5622,2,-95,35.86,0,2,2,2,4,4,2,2,2,2
5623,2,0,55.61,1,4,4,4,3,4,3,2,4,2
5624,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5625,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5626,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5627,2,-95,-98,0,3,2,2,3,3,2,2,2,3
5628,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5629,2,0,58.35,1,4,2,2,3,4,1,2,1,1
5630,2,-95,70.64,1,1,2,2,5,5,2,1,1,1
5631,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5632,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5633,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5634,2,0,53.25,0,2,2,2,4,4,2,2,2,2
5635,2,0,-98,0,4,4,2,3,4,3,3,1,1
5636,2,0,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5637,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5638,2,0,61.89,1,2,2,2,4,4,1,1,1,1
5639,2,-95,42.17,0,1,3,3,3,2,2,2,2,3
5640,2,0,56.43,1,4,5,2,2,4,3,4,1,3
5641,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5642,2,-95,42.71,0,1,2,2,5,5,1,3,3,2
5643,2,-95,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5644,2,-95,-96,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5645,2,0,56.19,0,2,2,2,4,4,1,1,1,2
5646,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5647,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5648,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5649,2,0,46.24,1,4,3,1,2,4,1,2,2,2
5650,2,-95,56.12,1,4,2,2,5,4,1,1,1,3
5651,2,0,52.21,0,3,4,2,2,4,2,1,2,2
5652,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5653,2,0,-98,1,2,3,2,2,3,3,2,2,2
5654,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5655,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5656,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5657,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5658,2,1,-98,0,2,3,3,4,3,2,2,1,1
5659,2,0,43.82,0,1,1,1,2,2,2,1,1,1
5660,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5661,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5662,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5663,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5664,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5665,2,0,61.29,1,2,3,2,4,5,1,2,2,1
5666,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5667,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5668,2,1,80.61,0,1,1,1,5,4,1,1,1,1
5669,2,-95,46.11,0,1,1,1,4,4,1,-98,1,1
5670,2,-95,-96,0,2,2,2,4,4,2,3,2,2
5671,2,0,79.41,1,2,2,2,3,4,1,1,1,1
5672,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5673,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5674,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5675,2,-95,60.53,0,2,2,2,4,5,2,2,4,2
5676,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5677,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5678,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5679,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5680,2,0,65.11,1,2,2,2,4,5,2,2,1,1
5681,2,0,60.68,1,2,3,2,2,4,2,2,1,2
5682,2,0,66.54,1,2,2,2,3,4,1,1,2,2
5683,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5684,2,0,58.32,1,4,2,2,4,4,4,3,2,3
5685,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5686,2,0,72.54,0,2,2,1,4,5,2,1,3,4
5687,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5688,2,-95,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5689,2,0,72.02,1,5,4,2,2,2,2,3,4,5
5690,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5691,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5692,2,0,90.56,0,2,1,1,4,4,3,2,3,3
5693,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5694,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5695,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5696,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5697,2,0,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5698,2,0,60.18,1,1,1,1,1,5,1,1,1,1
5699,2,-95,73.6,0,1,1,1,-98,5,1,1,1,1
5700,2,0,-98,0,4,2,4,4,5,1,3,2,3
5701,2,0,68.09,1,1,1,1,5,5,1,1,1,1
5702,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5703,2,0,62.91,1,1,1,1,5,5,1,1,1,1
5704,2,-95,67.89,1,4,4,4,3,1,1,1,1,1
5705,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5706,2,0,36.31,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5707,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5708,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5709,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5710,1,1,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5711,2,-99,55.63,0,3,3,2,4,4,2,2,3,3
5712,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5713,2,0,66.57,0,2,2,2,4,4,3,3,2,2
5714,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5715,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5716,2,-95,51.04,1,2,2,2,5,5,2,2,2,2
5717,2,0,-96,1,2,2,4,4,5,2,3,3,4
5718,2,0,66.14,0,2,2,2,5,5,2,2,3,3
5719,2,1,75.62,0,1,2,2,5,5,2,1,1,1
5720,2,0,53.2,0,2,2,2,4,4,2,2,1,1
5721,1,1,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5722,2,0,-96,0,5,5,3,3,4,1,2,1,2
5723,2,0,33.39,1,5,5,5,1,1,1,2,1,1
5724,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5725,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5726,2,0,54.31,1,2,2,2,4,5,2,3,3,3
5727,2,0,44.77,0,2,3,2,4,4,2,2,2,2
5728,2,-95,-98,0,2,2,2,4,5,1,3,1,2
5729,2,0,76.65,1,5,2,3,4,4,3,3,3,4
5730,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5731,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5732,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5733,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5734,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5735,2,-95,44.14,1,1,2,2,4,3,1,1,1,1
5736,2,1,55.03,1,2,2,2,2,2,3,2,3,2
5737,2,0,61.62,1,4,4,4,4,4,2,2,1,1
5738,2,-95,75.4,0,1,1,1,3,4,1,1,1,1
5739,2,0,65.13,1,2,2,2,5,5,2,2,3,2
5740,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5741,2,0,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5742,2,0,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5743,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5744,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5745,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5746,2,0,62.43,0,2,2,2,2,4,2,2,2,2
5747,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5748,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5749,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5750,2,-95,38.42,0,5,5,5,1,2,2,3,3,3
5751,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5752,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5753,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5754,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5755,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5756,2,-95,-98,1,2,2,1,-98,2,3,2,2,2
5757,2,0,55.71,1,3,2,3,3,3,2,3,3,3
5758,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5759,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5760,2,-95,61.33,0,2,2,2,4,4,1,1,-96,2
5761,2,-95,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5762,2,0,57.6,1,4,2,2,5,5,1,1,1,1
5763,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5764,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5765,2,0,76.65,0,2,2,2,4,4,3,2,2,3
5766,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5767,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5768,2,0,62.77,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
5769,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
5770,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5771,2,0,54.38,1,4,2,2,4,4,2,3,2,2
5772,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
5773,2,0,68.6,1,1,2,1,2,4,1,1,3,3
