CASENUM,COHORT,RSTEMM,EMTHIRT,FEMALE,CB28A,CB28B,CB28C,CB28E,CB28G,CB28H,CB28I,CB28K,CB28L
2693,2,0,53.92,1,4,2,2,4,4,2,2,3,3
2694,2,0,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2695,2,-95,50.25,1,2,2,3,4,4,3,2,2,2
2696,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2697,2,0,74.41,0,4,2,2,2,4,2,1,2,2
2698,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2699,2,0,41.88,0,2,2,2,2,2,2,2,2,2
2700,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2701,2,0,-98,1,1,2,2,3,4,2,2,2,2
2702,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2703,2,0,41.71,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2704,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2705,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2706,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2707,2,-95,57.95,0,3,3,3,3,3,3,3,3,3
2708,2,0,39.38,1,3,2,3,4,2,4,3,1,2
2709,2,0,58.95,0,3,3,3,2,2,2,2,3,1
2710,2,-95,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2711,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2712,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2713,1,-99,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2714,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2715,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2716,2,1,74.97,0,1,1,1,-98,4,1,1,1,1
2717,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2718,2,0,52.63,1,5,4,4,1,4,1,1,1,1
2719,2,0,71.4,1,4,4,2,4,4,2,2,2,3
2720,2,0,44.41,1,2,3,4,4,4,2,4,2,2
2721,2,0,-96,1,1,1,1,5,5,3,5,2,2
2722,2,0,-98,1,5,4,3,1,3,3,2,3,3
2723,2,0,48.64,1,2,3,3,3,4,2,2,2,2
2724,2,-95,-98,0,1,2,2,4,4,2,3,2,2
2725,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2726,2,-95,-98,0,-96,3,2,2,2,2,2,2,3
2727,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2728,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2729,2,0,78.67,1,2,1,2,5,5,1,1,2,1
2730,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2731,2,0,74.32,1,3,3,5,3,2,4,3,2,2
2732,2,-95,79.27,1,4,3,4,4,2,2,4,2,3
2733,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2734,2,0,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2735,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2736,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2737,2,0,63.87,1,2,3,2,2,4,3,2,3,3
2738,2,0,49.44,1,2,2,2,5,5,1,3,1,1
2739,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2740,2,0,41.14,0,1,1,1,1,1,1,1,1,1
2741,2,1,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2742,2,0,50.62,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2743,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2744,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2745,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2746,2,0,41.74,1,5,5,5,5,5,3,3,2,2
2747,2,0,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2748,2,0,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2749,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2750,2,0,60.26,0,2,2,2,3,4,2,3,2,2
2751,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2752,2,0,54.72,0,3,3,3,3,3,3,3,3,3
2753,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2754,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2755,2,0,67.34,0,2,2,2,4,4,2,3,2,2
2756,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2757,2,-95,-98,0,2,3,2,4,4,2,1,1,2
2758,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2759,2,0,54.97,1,4,4,4,4,4,2,2,2,3
2760,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2761,2,0,64.6,0,2,2,2,4,5,2,1,2,3
2762,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2763,2,0,67.98,0,2,2,2,4,4,2,2,2,2
2764,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2765,2,0,-96,1,5,5,5,1,1,1,1,5,5
2766,2,0,76.92,1,2,1,1,1,5,2,1,1,1
2767,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2768,2,-95,59.23,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2769,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2770,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2771,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2772,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2773,2,0,81.39,0,1,1,1,5,5,2,2,3,3
2774,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2775,2,-95,38.56,0,2,2,2,-96,4,2,2,1,2
2776,2,-95,36.44,0,5,2,5,3,3,5,5,5,5
2777,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2778,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2779,2,0,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2780,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2781,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2782,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2783,2,0,53.1,1,3,3,3,2,2,3,2,1,2
2784,2,-95,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2785,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2786,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2787,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2788,2,0,65.14,0,2,2,2,4,4,2,2,2,2
2789,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2790,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2791,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2792,2,0,76.91,1,2,2,2,2,4,3,2,2,2
2793,2,0,42.22,1,1,1,1,4,5,2,1,1,1
2794,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2795,2,0,63.38,1,3,2,2,3,4,2,2,3,2
2796,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2797,2,0,81.71,1,4,2,3,4,3,3,2,2,2
2798,2,0,63.5,0,3,3,3,3,4,1,1,1,2
2799,2,-95,45.37,0,2,1,1,3,5,4,3,1,2
2800,2,0,66.7,1,2,2,2,4,4,2,2,2,2
2801,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2802,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2803,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2804,2,0,62.32,0,-96,4,4,4,4,3,2,3,2
2805,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2806,2,0,61.39,0,4,4,3,3,2,4,1,5,4
2807,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2808,2,-95,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2809,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2810,2,0,63.13,0,2,2,2,5,4,2,2,2,2
2811,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2812,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2813,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2814,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2815,2,-95,50.4,0,1,3,3,3,3,3,3,3,3
2816,2,-95,47.48,0,3,4,4,3,4,4,4,3,2
2817,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2818,2,0,37.84,0,2,2,2,3,2,1,1,2,1
2819,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2820,2,0,58.42,1,3,3,2,4,5,1,2,1,1
2821,2,-95,57.16,1,1,1,1,1,1,1,1,1,1
2822,2,-95,-98,0,1,4,2,5,5,1,5,4,3
2823,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2824,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2825,2,0,61.14,1,1,2,1,5,5,2,2,1,1
2826,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2827,2,0,-96,0,2,3,-98,4,2,1,2,4,5
2828,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2829,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2830,2,1,73.16,0,2,1,1,5,4,2,2,2,1
2831,2,-95,-98,0,2,2,1,1,5,1,2,1,1
2832,2,0,59.15,1,2,1,1,5,5,1,1,1,1
2833,2,-95,50.05,0,2,2,2,3,4,3,3,2,3
2834,2,0,36.6,1,1,3,5,-98,5,1,1,1,1
2835,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2836,2,0,41.22,0,3,2,2,4,4,2,2,1,2
2837,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2838,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2839,2,0,72.15,1,4,2,2,5,5,3,2,2,2
2840,2,0,69.82,1,4,3,2,2,5,1,1,2,1
2841,2,-95,46.68,0,2,2,2,4,4,1,3,1,3
2842,2,0,42.41,0,5,2,2,4,4,2,3,1,3
2843,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2844,2,0,50.38,1,3,2,3,3,3,4,3,3,4
2845,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2846,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2847,2,-95,-98,0,2,1,4,4,4,2,3,2,3
2848,2,1,66.38,0,2,3,2,2,4,2,2,4,3
2849,2,0,-98,0,2,2,2,4,1,1,1,1,1
2850,2,-95,75.16,0,1,2,1,2,2,3,3,-98,2
2851,2,-95,45.89,0,4,4,4,4,-98,4,2,2,4
2852,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2853,2,0,75.09,1,2,2,2,5,5,2,2,1,1
2854,2,-95,-96,0,1,2,1,5,4,2,2,1,1
2855,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2856,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2857,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2858,2,0,55.59,1,2,2,2,3,3,1,2,2,1
2859,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2860,2,0,69.71,1,1,1,1,4,5,1,1,1,1
2861,2,0,52.4,0,2,2,2,3,3,2,3,3,4
2862,2,0,51.95,1,5,5,4,2,2,2,2,3,2
2863,2,0,-98,1,2,2,2,3,3,3,3,3,2
2864,2,0,78.79,0,4,1,1,4,5,2,2,1,2
2865,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2866,2,0,69.7,0,1,1,2,5,4,2,2,2,2
2867,2,0,63.47,0,1,1,1,1,5,1,1,1,1
2868,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2869,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2870,2,0,50.55,0,2,3,2,3,3,2,2,2,2
2871,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2872,2,1,67.09,0,2,2,2,4,5,2,2,2,2
2873,2,-95,-96,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2874,2,0,-98,1,2,3,2,3,3,1,1,1,1
2875,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2876,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2877,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2878,2,-95,53.41,0,2,2,2,4,4,2,2,2,2
2879,2,0,78.19,1,2,2,2,4,4,2,2,2,2
2880,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2881,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2882,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2883,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2884,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2885,2,0,57.55,1,1,1,1,5,4,1,2,2,2
2886,2,0,76.09,1,4,4,2,2,3,2,4,4,3
2887,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2888,2,-95,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2889,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2890,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2891,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2892,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2893,2,-95,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2894,2,0,47.59,0,4,2,2,3,4,3,3,3,2
2895,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2896,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2897,2,-95,48.71,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2898,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2899,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2900,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2901,2,0,74.36,0,2,2,2,4,5,2,1,3,3
2902,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2903,2,0,69.17,1,1,1,1,5,5,3,2,2,2
2904,2,1,73.44,1,2,2,2,3,5,2,2,2,2
2905,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2906,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2907,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2908,2,-95,63.21,1,2,3,3,4,5,2,2,2,2
2909,2,0,-96,0,1,1,1,1,1,1,1,1,1
2910,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2911,2,0,48.31,1,2,1,1,4,5,2,2,3,2
2912,2,-95,-98,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
2913,2,0,-98,1,4,2,2,2,5,2,4,2,2
2914,2,1,65.44,0,3,1,1,1,1,1,1,1,1
2915,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2916,2,-95,-98,1,2,3,2,4,4,3,3,3,3
2917,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2918,2,0,78.34,0,1,1,1,2,5,1,1,1,1
2919,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2920,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2921,2,0,48.23,1,2,3,2,3,4,2,3,3,3
2922,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2923,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2924,2,1,-98,0,1,1,1,4,5,1,3,2,1
2925,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2926,2,0,-98,1,1,1,1,5,4,2,2,3,2
2927,2,-95,-96,0,2,2,2,4,4,3,3,2,3
2928,2,0,82.89,0,4,2,2,3,4,1,2,1,1
2929,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2930,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2931,2,-95,-98,0,5,3,5,1,5,3,5,3,1
2932,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2933,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2934,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2935,2,0,73.73,0,2,2,2,4,4,2,2,4,3
2936,2,1,64.53,1,2,2,2,4,4,1,2,1,1
2937,2,-95,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2938,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2939,2,0,56.74,1,3,2,2,5,4,2,2,2,3
2940,2,0,59.54,1,5,4,2,4,4,2,3,2,2
2941,2,-95,-98,0,1,1,2,2,2,2,2,1,1
2942,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2943,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2944,2,0,49.71,1,1,2,2,4,4,-98,1,1,1
2945,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2946,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2947,2,0,51.69,1,2,4,2,1,2,1,3,1,1
2948,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2949,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2950,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2951,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2952,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2953,2,-95,80.21,0,3,2,2,4,4,2,3,2,2
2954,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2955,2,1,68.65,0,2,2,2,4,4,1,2,2,2
2956,2,0,66.48,0,2,2,3,-98,4,2,2,2,2
2957,2,0,73.47,0,2,2,2,2,4,1,2,2,2
2958,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2959,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2960,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2961,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2962,2,0,63.6,0,2,2,2,2,4,1,1,1,1
2963,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2964,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2965,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2966,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2967,2,0,47.95,0,3,2,3,3,3,3,3,3,3
2968,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2969,2,0,41,1,1,3,2,3,3,1,1,1,1
2970,2,0,45.11,0,2,3,2,2,2,3,3,2,2
2971,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2972,2,0,-98,1,5,5,5,2,4,2,2,1,2
2973,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2974,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2975,2,0,-98,0,2,3,2,3,4,1,3,3,2
2976,2,0,54.01,1,3,3,3,2,2,3,4,4,3
2977,2,1,60.82,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2978,2,0,65.24,0,2,1,2,5,2,2,3,1,2
2979,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2980,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2981,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2982,2,0,-98,1,4,3,3,2,4,4,3,2,5
2983,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2984,2,-95,-98,1,2,2,2,4,4,3,2,2,2
2985,2,0,57.19,0,1,1,1,5,5,3,1,2,1
2986,2,0,-98,1,1,2,2,4,4,1,3,2,2
2987,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2988,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2989,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2990,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2991,2,0,55.69,1,4,2,2,5,5,3,3,2,3
2992,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2993,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2994,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2995,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
2996,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2997,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2998,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
2999,2,0,-98,1,5,5,5,4,5,2,3,3,1
3000,2,-95,33.79,0,3,2,3,3,-98,1,2,3,2
3001,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3002,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3003,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3004,2,0,-98,1,2,2,2,4,4,1,1,1,1
3005,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3006,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3007,2,0,65.61,1,2,2,2,4,5,2,-98,1,2
3008,2,-95,43.33,1,1,1,1,-98,5,1,3,1,1
3009,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
3010,2,0,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3011,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3012,2,1,66.72,1,1,1,1,4,5,2,2,2,2
3013,2,0,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3014,2,-95,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
3015,2,0,52.5,1,2,2,2,2,4,2,2,1,3
3016,2,0,55.61,1,3,3,2,3,3,3,-98,1,1
3017,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3018,2,0,69.08,0,1,1,1,4,4,1,1,2,1
3019,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3020,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3021,2,0,68.99,1,3,2,2,4,4,2,2,3,2
3022,2,0,46.32,0,2,2,2,4,4,3,3,2,2
3023,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
3024,2,0,44.67,0,2,2,2,3,3,2,3,1,3
3025,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3026,2,0,74.83,1,4,2,2,5,5,2,2,1,1
3027,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
3028,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
3029,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3030,2,0,68.93,0,2,2,2,4,4,2,2,2,2
3031,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
3032,2,-95,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3033,2,-95,50.99,1,2,2,2,4,4,2,2,2,2
3034,2,0,-98,1,1,1,1,5,5,5,3,1,1
3035,2,0,53.34,1,1,2,2,4,4,2,3,2,2
3036,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3037,2,-95,-98,1,3,3,2,3,2,1,2,1,1
3038,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3039,2,0,69.68,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
3040,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
3041,2,-95,60.3,1,2,3,2,4,4,3,-98,3,3
3042,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
3043,2,-95,-98,1,2,4,3,5,3,2,1,2,2
3044,2,0,-98,1,1,1,1,5,4,1,2,1,1
3045,2,1,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3046,2,-95,-98,0,1,2,2,2,3,-98,3,4,3
3047,2,0,78.55,0,2,2,2,4,4,2,3,2,2
3048,2,0,72.04,0,2,2,2,4,5,3,3,2,3
3049,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3050,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
3051,2,0,55.35,1,2,2,2,4,3,2,3,1,1
3052,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
3053,2,0,-96,1,1,2,2,3,2,2,2,1,1
3054,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
3055,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3056,2,0,58.4,0,5,4,4,2,2,2,3,3,3
3057,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3058,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3059,2,0,57.27,0,2,2,2,4,5,1,2,1,2
3060,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3061,2,1,78.51,0,2,2,2,4,4,2,1,1,1
3062,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3063,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3064,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3065,2,0,47.44,0,3,2,2,5,5,2,2,1,1
3066,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
3067,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3068,2,0,50.33,0,1,1,1,1,3,1,3,2,3
3069,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3070,2,0,57.41,0,1,1,1,5,5,1,1,1,1
3071,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3072,2,0,63.61,0,2,3,2,4,4,1,3,2,1
3073,2,0,66.74,1,4,2,2,4,4,2,2,1,2
3074,2,0,73.86,1,3,4,4,2,2,2,2,2,3
3075,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
3076,2,0,62.05,1,2,2,2,2,2,3,3,1,1
3077,2,0,44.24,1,4,2,2,4,4,4,4,3,3
3078,2,0,40.17,0,1,2,2,2,2,1,1,2,1
3079,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
3080,2,0,-98,1,2,2,2,4,4,3,3,2,2
3081,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
